Student ID,Student Last Name,Student First Name,Student Grade,School,Completion Date,Norming Window,Most Recent Diagnostic YTD (Y/N),Overall Relative Placement,Percent Progress to Annual Typical Growth (%)
1002559,Lopez,Ella,5,Grand Mesa Elementary,2026-05-12,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,91
1002560,Williams,Noah,4,Aspen Elementary,2025-10-26,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,0
1002560,Williams,Noah,4,Aspen Elementary,2026-02-17,Winter (November 16 - March 1),N,Early On Grade Level,113
1002560,Williams,Noah,4,Aspen Elementary,2026-04-28,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,118
1002561,Moore,Elijah,K,East High,2026-04-10,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,87
1002562,Davis,Elijah,5,South High,2025-08-22,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,108
1002562,Davis,Elijah,5,South High,2025-11-18,Winter (November 16 - March 1),N,2 Grade Levels Below,85
1002562,Davis,Elijah,5,South High,2026-04-22,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,0
1002563,Sanchez,Mia,8,Aspen Elementary,2025-12-26,Winter (November 16 - March 1),N,Early On Grade Level,64
1002563,Sanchez,Mia,8,Aspen Elementary,2026-03-29,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,259
1002564,Anderson,Scarlett,10,North High,2025-11-04,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,136
1002564,Anderson,Scarlett,10,North High,2026-01-28,Winter (November 16 - March 1),N,1 Grade Level Below,37
1002564,Anderson,Scarlett,10,North High,2026-04-23,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,63
1002565,Moore,Ava,1,Bear Creek Elementary,2025-10-05,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,283
1002565,Moore,Ava,1,Bear Creek Elementary,2025-11-30,Winter (November 16 - March 1),N,3 or More Grade Levels Below,101
1002565,Moore,Ava,1,Bear Creek Elementary,2026-05-02,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,70
1002566,Ramirez,Sophia,12,Cedar Hills Elementary,2025-10-20,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,10
1002566,Ramirez,Sophia,12,Cedar Hills Elementary,2026-01-20,Winter (November 16 - March 1),N,Mid or Above Grade Level,27
1002566,Ramirez,Sophia,12,Cedar Hills Elementary,2026-05-15,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,190
1002567,White,Emma,K,Horizon Middle,2025-11-04,Fall (Beginning of Year - November 15),N,1 Grade Level Below,243
1002567,White,Emma,K,Horizon Middle,2026-02-15,Winter (November 16 - March 1),N,Mid or Above Grade Level,104
1002567,White,Emma,K,Horizon Middle,2026-04-06,Spring (March 2 - End of Year),Y,Early On Grade Level,142
1002568,Smith,Isabella,5,Central High,2025-08-25,Fall (Beginning of Year - November 15),N,Early On Grade Level,272
1002568,Smith,Isabella,5,Central High,2025-12-18,Winter (November 16 - March 1),N,2 Grade Levels Below,100
1002568,Smith,Isabella,5,Central High,2026-04-10,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,460
1002569,Anderson,Chloe,4,Bear Creek Elementary,2025-08-15,Fall (Beginning of Year - November 15),N,1 Grade Level Below,186
1002569,Anderson,Chloe,4,Bear Creek Elementary,2026-01-09,Winter (November 16 - March 1),N,Mid or Above Grade Level,216
1002569,Anderson,Chloe,4,Bear Creek Elementary,2026-04-27,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,117
1002570,White,Sophia,11,Falcon Ridge Elementary,2025-11-02,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,0
1002570,White,Sophia,11,Falcon Ridge Elementary,2025-12-25,Winter (November 16 - March 1),N,2 Grade Levels Below,208
1002570,White,Sophia,11,Falcon Ridge Elementary,2026-05-16,Spring (March 2 - End of Year),Y,Early On Grade Level,254
1002571,Ramirez,Jack,11,Eagle View Elementary,2025-10-31,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,185
1002571,Ramirez,Jack,11,Eagle View Elementary,2026-02-04,Winter (November 16 - March 1),N,2 Grade Levels Below,60
1002571,Ramirez,Jack,11,Eagle View Elementary,2026-04-06,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,0
1002572,Thomas,Scarlett,8,Grand Mesa Elementary,2025-08-17,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,168
1002572,Thomas,Scarlett,8,Grand Mesa Elementary,2026-01-30,Winter (November 16 - March 1),N,Early On Grade Level,103
1002572,Thomas,Scarlett,8,Grand Mesa Elementary,2026-04-26,Spring (March 2 - End of Year),Y,Early On Grade Level,60
1002573,Thompson,Mason,1,Mountain View Middle,2025-10-30,Fall (Beginning of Year - November 15),N,1 Grade Level Below,156
1002573,Thompson,Mason,1,Mountain View Middle,2025-11-23,Winter (November 16 - March 1),N,1 Grade Level Below,146
1002573,Thompson,Mason,1,Mountain View Middle,2026-04-19,Spring (March 2 - End of Year),Y,2 Grade Levels Below,131
1002574,Gonzalez,Scarlett,1,East High,2025-10-08,Fall (Beginning of Year - November 15),N,Early On Grade Level,97
1002574,Gonzalez,Scarlett,1,East High,2025-11-16,Winter (November 16 - March 1),N,Early On Grade Level,0
1002574,Gonzalez,Scarlett,1,East High,2026-04-30,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,198
1002575,Wilson,Liam,11,Mountain View Middle,2025-11-15,Fall (Beginning of Year - November 15),N,Early On Grade Level,15
1002575,Wilson,Liam,11,Mountain View Middle,2026-02-01,Winter (November 16 - March 1),N,Mid or Above Grade Level,407
1002575,Wilson,Liam,11,Mountain View Middle,2026-03-28,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,0
1002576,Robinson,Amelia,7,Central High,2025-10-05,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,96
1002576,Robinson,Amelia,7,Central High,2025-12-25,Winter (November 16 - March 1),N,Mid or Above Grade Level,105
1002576,Robinson,Amelia,7,Central High,2026-05-14,Spring (March 2 - End of Year),Y,Early On Grade Level,135
1002577,Thomas,Jack,6,Heritage Middle,2025-09-15,Fall (Beginning of Year - November 15),N,1 Grade Level Below,38
1002577,Thomas,Jack,6,Heritage Middle,2026-02-07,Winter (November 16 - March 1),Y,2 Grade Levels Below,164
1002578,Thompson,Charlotte,9,Aspen Elementary,2025-09-19,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,74
1002578,Thompson,Charlotte,9,Aspen Elementary,2026-01-05,Winter (November 16 - March 1),N,2 Grade Levels Below,0
1002578,Thompson,Charlotte,9,Aspen Elementary,2026-03-05,Spring (March 2 - End of Year),Y,1 Grade Level Below,56
1002579,Harris,Chloe,2,Eagle View Elementary,2025-11-09,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,0
1002579,Harris,Chloe,2,Eagle View Elementary,2026-01-06,Winter (November 16 - March 1),N,Mid or Above Grade Level,639
1002579,Harris,Chloe,2,Eagle View Elementary,2026-03-24,Spring (March 2 - End of Year),Y,Early On Grade Level,92
1002580,Ramirez,Aiden,10,Cedar Hills Elementary,2025-10-21,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,92
1002580,Ramirez,Aiden,10,Cedar Hills Elementary,2026-01-19,Winter (November 16 - March 1),N,Mid or Above Grade Level,176
1002580,Ramirez,Aiden,10,Cedar Hills Elementary,2026-04-30,Spring (March 2 - End of Year),Y,1 Grade Level Below,93
1002581,Anderson,Ethan,8,Bear Creek Elementary,2025-09-27,Fall (Beginning of Year - November 15),N,Early On Grade Level,101
1002581,Anderson,Ethan,8,Bear Creek Elementary,2026-05-12,Spring (March 2 - End of Year),Y,2 Grade Levels Below,112
1002582,Wilson,Amelia,5,Prairie Ridge Middle,2025-10-05,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,1152
1002582,Wilson,Amelia,5,Prairie Ridge Middle,2026-04-17,Spring (March 2 - End of Year),Y,1 Grade Level Below,115
1002583,Gonzalez,Evelyn,5,Bear Creek Elementary,2025-09-13,Fall (Beginning of Year - November 15),N,1 Grade Level Below,103
1002583,Gonzalez,Evelyn,5,Bear Creek Elementary,2025-12-10,Winter (November 16 - March 1),N,Mid or Above Grade Level,38
1002583,Gonzalez,Evelyn,5,Bear Creek Elementary,2026-05-10,Spring (March 2 - End of Year),Y,Early On Grade Level,204
1002584,Jones,Ella,5,Central High,2025-09-10,Fall (Beginning of Year - November 15),N,1 Grade Level Below,97
1002584,Jones,Ella,5,Central High,2026-02-09,Winter (November 16 - March 1),N,3 or More Grade Levels Below,121
1002584,Jones,Ella,5,Central High,2026-05-02,Spring (March 2 - End of Year),Y,Early On Grade Level,166
1002585,Jackson,Nora,5,Canyon Ridge Elementary,2026-01-30,Winter (November 16 - March 1),N,1 Grade Level Below,0
1002585,Jackson,Nora,5,Canyon Ridge Elementary,2026-03-24,Spring (March 2 - End of Year),Y,2 Grade Levels Below,54
1002586,Williams,Scarlett,5,Aspen Elementary,2025-10-12,Fall (Beginning of Year - November 15),N,1 Grade Level Below,120
1002586,Williams,Scarlett,5,Aspen Elementary,2025-12-11,Winter (November 16 - March 1),N,2 Grade Levels Below,181
1002586,Williams,Scarlett,5,Aspen Elementary,2026-04-19,Spring (March 2 - End of Year),Y,1 Grade Level Below,73
1002587,Hernandez,Leo,11,East High,2025-11-04,Fall (Beginning of Year - November 15),N,1 Grade Level Below,148
1002587,Hernandez,Leo,11,East High,2026-05-06,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,0
1002588,Thompson,Benjamin,1,Heritage Middle,2025-11-25,Winter (November 16 - March 1),N,Mid or Above Grade Level,30
1002588,Thompson,Benjamin,1,Heritage Middle,2026-05-17,Spring (March 2 - End of Year),Y,Early On Grade Level,39
1002589,Sanchez,Leo,3,North High,2025-10-19,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,15
1002589,Sanchez,Leo,3,North High,2025-12-01,Winter (November 16 - March 1),N,Mid or Above Grade Level,0
1002589,Sanchez,Leo,3,North High,2026-05-06,Spring (March 2 - End of Year),Y,1 Grade Level Below,208
1002590,Taylor,Ethan,K,Aspen Elementary,2025-10-24,Fall (Beginning of Year - November 15),N,1 Grade Level Below,190
1002590,Taylor,Ethan,K,Aspen Elementary,2026-02-07,Winter (November 16 - March 1),N,2 Grade Levels Below,185
1002590,Taylor,Ethan,K,Aspen Elementary,2026-03-26,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,53
1002591,Moore,Olivia,K,Mountain View Middle,2025-08-24,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,47
1002591,Moore,Olivia,K,Mountain View Middle,2026-02-14,Winter (November 16 - March 1),N,Mid or Above Grade Level,0
1002591,Moore,Olivia,K,Mountain View Middle,2026-05-07,Spring (March 2 - End of Year),Y,Early On Grade Level,83
1002592,Harris,Emma,K,Falcon Ridge Elementary,2025-10-01,Fall (Beginning of Year - November 15),N,Early On Grade Level,0
1002592,Harris,Emma,K,Falcon Ridge Elementary,2026-04-24,Spring (March 2 - End of Year),Y,1 Grade Level Below,148
1002593,Clark,Elijah,4,East High,2025-09-12,Fall (Beginning of Year - November 15),N,1 Grade Level Below,110
1002593,Clark,Elijah,4,East High,2026-02-14,Winter (November 16 - March 1),N,Mid or Above Grade Level,54
1002593,Clark,Elijah,4,East High,2026-04-21,Spring (March 2 - End of Year),Y,1 Grade Level Below,0
1002594,Taylor,Ella,12,Heritage Middle,2025-09-12,Fall (Beginning of Year - November 15),N,1 Grade Level Below,0
1002594,Taylor,Ella,12,Heritage Middle,2025-12-08,Winter (November 16 - March 1),N,Mid or Above Grade Level,42
1002594,Taylor,Ella,12,Heritage Middle,2026-03-21,Spring (March 2 - End of Year),Y,2 Grade Levels Below,161
1002595,Perez,Harper,6,Prairie Ridge Middle,2025-11-09,Fall (Beginning of Year - November 15),N,1 Grade Level Below,105
1002595,Perez,Harper,6,Prairie Ridge Middle,2026-01-08,Winter (November 16 - March 1),N,Early On Grade Level,33
1002595,Perez,Harper,6,Prairie Ridge Middle,2026-03-14,Spring (March 2 - End of Year),Y,2 Grade Levels Below,163
1002596,Johnson,Nora,9,Prairie Ridge Middle,2025-10-13,Fall (Beginning of Year - November 15),N,1 Grade Level Below,0
1002596,Johnson,Nora,9,Prairie Ridge Middle,2025-12-20,Winter (November 16 - March 1),N,Early On Grade Level,48
1002596,Johnson,Nora,9,Prairie Ridge Middle,2026-03-20,Spring (March 2 - End of Year),Y,2 Grade Levels Below,193
1002597,Jones,Leo,12,Eagle View Elementary,2025-08-12,Fall (Beginning of Year - November 15),N,1 Grade Level Below,16
1002597,Jones,Leo,12,Eagle View Elementary,2025-12-20,Winter (November 16 - March 1),N,Early On Grade Level,279
1002597,Jones,Leo,12,Eagle View Elementary,2026-04-03,Spring (March 2 - End of Year),Y,1 Grade Level Below,0
1002598,Ramirez,Scarlett,1,Foothills Elementary,2025-09-25,Fall (Beginning of Year - November 15),N,Early On Grade Level,34
1002598,Ramirez,Scarlett,1,Foothills Elementary,2025-11-17,Winter (November 16 - March 1),N,Mid or Above Grade Level,109
1002598,Ramirez,Scarlett,1,Foothills Elementary,2026-03-27,Spring (March 2 - End of Year),Y,Early On Grade Level,43
1002599,Clark,Jackson,5,Heritage Middle,2025-08-28,Fall (Beginning of Year - November 15),N,Early On Grade Level,72
1002599,Clark,Jackson,5,Heritage Middle,2026-01-22,Winter (November 16 - March 1),N,Early On Grade Level,44
1002599,Clark,Jackson,5,Heritage Middle,2026-03-03,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,185
1002600,Lopez,Sophia,6,Foothills Elementary,2025-10-25,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,66
1002600,Lopez,Sophia,6,Foothills Elementary,2025-12-03,Winter (November 16 - March 1),N,Early On Grade Level,127
1002600,Lopez,Sophia,6,Foothills Elementary,2026-03-12,Spring (March 2 - End of Year),Y,2 Grade Levels Below,136
1002601,White,Ella,8,Foothills Elementary,2025-11-14,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,20
1002601,White,Ella,8,Foothills Elementary,2026-02-05,Winter (November 16 - March 1),N,Mid or Above Grade Level,256
1002601,White,Ella,8,Foothills Elementary,2026-03-06,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,95
1002602,Ramirez,Noah,2,Aspen Elementary,2025-08-20,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,96
1002602,Ramirez,Noah,2,Aspen Elementary,2025-11-18,Winter (November 16 - March 1),N,3 or More Grade Levels Below,88
1002602,Ramirez,Noah,2,Aspen Elementary,2026-05-14,Spring (March 2 - End of Year),Y,Early On Grade Level,85
1002603,Clark,Jack,4,Cedar Hills Elementary,2025-11-07,Fall (Beginning of Year - November 15),N,1 Grade Level Below,190
1002603,Clark,Jack,4,Cedar Hills Elementary,2026-02-19,Winter (November 16 - March 1),N,1 Grade Level Below,145
1002603,Clark,Jack,4,Cedar Hills Elementary,2026-05-08,Spring (March 2 - End of Year),Y,Early On Grade Level,296
1002604,Jackson,Nora,6,North High,2025-10-03,Fall (Beginning of Year - November 15),N,Early On Grade Level,23
1002604,Jackson,Nora,6,North High,2026-02-06,Winter (November 16 - March 1),N,Mid or Above Grade Level,148
1002604,Jackson,Nora,6,North High,2026-03-14,Spring (March 2 - End of Year),Y,Early On Grade Level,247
1002605,White,Lucas,8,Heritage Middle,2025-10-20,Fall (Beginning of Year - November 15),N,1 Grade Level Below,182
1002605,White,Lucas,8,Heritage Middle,2025-11-26,Winter (November 16 - March 1),N,Mid or Above Grade Level,50
1002605,White,Lucas,8,Heritage Middle,2026-04-15,Spring (March 2 - End of Year),Y,1 Grade Level Below,37
1002606,Jones,Amelia,11,Horizon Middle,2025-10-24,Fall (Beginning of Year - November 15),N,1 Grade Level Below,121
1002606,Jones,Amelia,11,Horizon Middle,2026-02-21,Winter (November 16 - March 1),N,Early On Grade Level,214
1002606,Jones,Amelia,11,Horizon Middle,2026-03-25,Spring (March 2 - End of Year),Y,2 Grade Levels Below,46
1002607,Sanchez,Scarlett,2,Cedar Hills Elementary,2025-09-23,Fall (Beginning of Year - November 15),N,1 Grade Level Below,121
1002607,Sanchez,Scarlett,2,Cedar Hills Elementary,2025-12-22,Winter (November 16 - March 1),N,Mid or Above Grade Level,21
1002607,Sanchez,Scarlett,2,Cedar Hills Elementary,2026-03-26,Spring (March 2 - End of Year),Y,Early On Grade Level,90
1002608,Clark,Evelyn,6,South High,2025-09-17,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,167
1002608,Clark,Evelyn,6,South High,2025-12-22,Winter (November 16 - March 1),N,Mid or Above Grade Level,230
1002608,Clark,Evelyn,6,South High,2026-05-16,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,113
1002609,Thomas,Leo,4,North High,2026-04-20,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,45
1002610,Hernandez,Benjamin,3,Falcon Ridge Elementary,2025-08-29,Fall (Beginning of Year - November 15),N,1 Grade Level Below,291
1002610,Hernandez,Benjamin,3,Falcon Ridge Elementary,2026-04-24,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,94
1002611,White,Harper,7,Horizon Middle,2025-10-31,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,0
1002611,White,Harper,7,Horizon Middle,2026-01-27,Winter (November 16 - March 1),N,3 or More Grade Levels Below,139
1002611,White,Harper,7,Horizon Middle,2026-04-24,Spring (March 2 - End of Year),Y,Early On Grade Level,104
1002611,White,Harper,7,Horizon Middle,2026-05-20,Spring (March 2 - End of Year),N,Mid or Above Grade Level,72
1002612,Williams,Aiden,5,Eagle View Elementary,2026-02-19,Winter (November 16 - March 1),N,Mid or Above Grade Level,51
1002612,Williams,Aiden,5,Eagle View Elementary,2026-03-08,Spring (March 2 - End of Year),Y,2 Grade Levels Below,126
1002613,Jackson,Isabella,3,South High,2025-09-30,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,61
1002613,Jackson,Isabella,3,South High,2025-12-31,Winter (November 16 - March 1),N,Mid or Above Grade Level,20
1002613,Jackson,Isabella,3,South High,2026-05-20,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,191
1002614,Ramirez,Chloe,8,Eagle View Elementary,2025-08-12,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,21
1002614,Ramirez,Chloe,8,Eagle View Elementary,2025-12-01,Winter (November 16 - March 1),N,1 Grade Level Below,124
1002614,Ramirez,Chloe,8,Eagle View Elementary,2026-04-23,Spring (March 2 - End of Year),Y,Early On Grade Level,107
1002615,Williams,Ethan,6,Falcon Ridge Elementary,2025-09-20,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,72
1002615,Williams,Ethan,6,Falcon Ridge Elementary,2026-02-21,Winter (November 16 - March 1),N,Mid or Above Grade Level,85
1002615,Williams,Ethan,6,Falcon Ridge Elementary,2026-04-27,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,205
1002616,Thompson,Liam,10,Aspen Elementary,2025-09-24,Fall (Beginning of Year - November 15),N,Early On Grade Level,176
1002616,Thompson,Liam,10,Aspen Elementary,2025-12-09,Winter (November 16 - March 1),N,Early On Grade Level,88
1002616,Thompson,Liam,10,Aspen Elementary,2026-04-08,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,221
1002617,Lopez,Harper,9,Central High,2025-08-26,Fall (Beginning of Year - November 15),N,1 Grade Level Below,0
1002617,Lopez,Harper,9,Central High,2025-12-30,Winter (November 16 - March 1),N,1 Grade Level Below,4
1002617,Lopez,Harper,9,Central High,2026-04-30,Spring (March 2 - End of Year),Y,2 Grade Levels Below,145
1002618,Davis,Leo,4,Foothills Elementary,2025-10-04,Fall (Beginning of Year - November 15),N,Early On Grade Level,164
1002618,Davis,Leo,4,Foothills Elementary,2026-02-11,Winter (November 16 - March 1),N,Mid or Above Grade Level,18
1002618,Davis,Leo,4,Foothills Elementary,2026-03-18,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,113
1002619,Johnson,Ethan,5,South High,2025-09-17,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,77
1002619,Johnson,Ethan,5,South High,2026-05-01,Spring (March 2 - End of Year),Y,1 Grade Level Below,1
1002620,Taylor,Nora,10,Falcon Ridge Elementary,2026-04-23,Spring (March 2 - End of Year),Y,1 Grade Level Below,206
1002621,Lewis,Charlotte,4,Central High,2025-10-01,Fall (Beginning of Year - November 15),N,Early On Grade Level,165
1002621,Lewis,Charlotte,4,Central High,2026-02-09,Winter (November 16 - March 1),N,Mid or Above Grade Level,98
1002621,Lewis,Charlotte,4,Central High,2026-03-13,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,150
1002622,Davis,Leo,2,Horizon Middle,2025-10-03,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,0
1002622,Davis,Leo,2,Horizon Middle,2025-12-13,Winter (November 16 - March 1),N,Mid or Above Grade Level,104
1002622,Davis,Leo,2,Horizon Middle,2026-04-20,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,245
1002623,Anderson,Evelyn,5,Mountain View Middle,2025-09-27,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,39
1002623,Anderson,Evelyn,5,Mountain View Middle,2025-11-17,Winter (November 16 - March 1),N,1 Grade Level Below,3
1002623,Anderson,Evelyn,5,Mountain View Middle,2026-05-04,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,121
1002624,Anderson,Chloe,10,Horizon Middle,2025-09-13,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,183
1002624,Anderson,Chloe,10,Horizon Middle,2025-12-09,Winter (November 16 - March 1),N,1 Grade Level Below,78
1002624,Anderson,Chloe,10,Horizon Middle,2026-05-19,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,59
1002625,Jackson,Leo,3,Cedar Hills Elementary,2025-10-05,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,0
1002625,Jackson,Leo,3,Cedar Hills Elementary,2025-12-18,Winter (November 16 - March 1),N,2 Grade Levels Below,132
1002625,Jackson,Leo,3,Cedar Hills Elementary,2026-05-18,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,263
1002626,Johnson,Liam,6,Foothills Elementary,2025-09-04,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,7
1002626,Johnson,Liam,6,Foothills Elementary,2025-12-31,Winter (November 16 - March 1),N,3 or More Grade Levels Below,185
1002626,Johnson,Liam,6,Foothills Elementary,2026-03-09,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,21
1002627,Martinez,Nora,11,Bear Creek Elementary,2025-10-13,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,135
1002627,Martinez,Nora,11,Bear Creek Elementary,2026-02-07,Winter (November 16 - March 1),N,Mid or Above Grade Level,0
1002627,Martinez,Nora,11,Bear Creek Elementary,2026-05-01,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,225
1002628,Wilson,Ella,10,Grand Mesa Elementary,2025-08-30,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,0
1002628,Wilson,Ella,10,Grand Mesa Elementary,2025-12-26,Winter (November 16 - March 1),N,Early On Grade Level,117
1002628,Wilson,Ella,10,Grand Mesa Elementary,2026-04-27,Spring (March 2 - End of Year),Y,2 Grade Levels Below,0
1002629,Williams,Isabella,9,Bear Creek Elementary,2025-11-06,Fall (Beginning of Year - November 15),N,Early On Grade Level,135
1002629,Williams,Isabella,9,Bear Creek Elementary,2026-02-01,Winter (November 16 - March 1),N,Mid or Above Grade Level,123
1002629,Williams,Isabella,9,Bear Creek Elementary,2026-03-25,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,0
1002629,Williams,Isabella,9,Bear Creek Elementary,2026-03-03,Spring (March 2 - End of Year),N,Mid or Above Grade Level,144
1002630,Gonzalez,Amelia,1,Foothills Elementary,2025-09-03,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,117
1002630,Gonzalez,Amelia,1,Foothills Elementary,2025-11-18,Winter (November 16 - March 1),N,Mid or Above Grade Level,138
1002630,Gonzalez,Amelia,1,Foothills Elementary,2026-04-07,Spring (March 2 - End of Year),Y,Early On Grade Level,155
1002631,Martin,Grace,1,Eagle View Elementary,2025-10-16,Fall (Beginning of Year - November 15),N,1 Grade Level Below,92
1002631,Martin,Grace,1,Eagle View Elementary,2026-01-30,Winter (November 16 - March 1),N,3 or More Grade Levels Below,228
1002631,Martin,Grace,1,Eagle View Elementary,2026-03-12,Spring (March 2 - End of Year),Y,2 Grade Levels Below,0
1002631,Martin,Grace,1,Eagle View Elementary,2026-05-17,Spring (March 2 - End of Year),N,2 Grade Levels Below,125
1002632,Jones,Jack,5,Prairie Ridge Middle,2025-09-20,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,0
1002632,Jones,Jack,5,Prairie Ridge Middle,2025-12-10,Winter (November 16 - March 1),N,1 Grade Level Below,1082
1002632,Jones,Jack,5,Prairie Ridge Middle,2026-03-20,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,0
1002633,Jones,James,12,Grand Mesa Elementary,2025-10-05,Fall (Beginning of Year - November 15),N,Early On Grade Level,58
1002633,Jones,James,12,Grand Mesa Elementary,2026-01-02,Winter (November 16 - March 1),N,Early On Grade Level,97
1002633,Jones,James,12,Grand Mesa Elementary,2026-04-23,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,53
1002634,White,Nora,6,Horizon Middle,2025-10-01,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,92
1002634,White,Nora,6,Horizon Middle,2026-01-21,Winter (November 16 - March 1),N,Mid or Above Grade Level,179
1002634,White,Nora,6,Horizon Middle,2026-03-17,Spring (March 2 - End of Year),Y,1 Grade Level Below,300
1002635,Moore,Lily,8,Bear Creek Elementary,2025-09-30,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,103
1002635,Moore,Lily,8,Bear Creek Elementary,2025-12-30,Winter (November 16 - March 1),N,1 Grade Level Below,105
1002635,Moore,Lily,8,Bear Creek Elementary,2026-03-03,Spring (March 2 - End of Year),Y,1 Grade Level Below,0
1002636,Martin,Isabella,K,East High,2025-09-12,Fall (Beginning of Year - November 15),N,Early On Grade Level,103
1002636,Martin,Isabella,K,East High,2026-02-27,Winter (November 16 - March 1),N,Early On Grade Level,190
1002636,Martin,Isabella,K,East High,2026-04-25,Spring (March 2 - End of Year),Y,2 Grade Levels Below,0
1002637,Robinson,Lucas,12,Mountain View Middle,2026-01-11,Winter (November 16 - March 1),N,Early On Grade Level,210
1002637,Robinson,Lucas,12,Mountain View Middle,2026-03-31,Spring (March 2 - End of Year),Y,1 Grade Level Below,133
1002638,Lewis,Lily,12,East High,2025-09-23,Fall (Beginning of Year - November 15),N,Early On Grade Level,623
1002638,Lewis,Lily,12,East High,2026-03-28,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,0
1002639,Brown,Sophia,K,Mountain View Middle,2025-08-11,Fall (Beginning of Year - November 15),N,Early On Grade Level,70
1002639,Brown,Sophia,K,Mountain View Middle,2025-12-18,Winter (November 16 - March 1),N,Early On Grade Level,0
1002639,Brown,Sophia,K,Mountain View Middle,2026-05-13,Spring (March 2 - End of Year),Y,Early On Grade Level,127
1002640,Thomas,Logan,4,Prairie Ridge Middle,2025-10-01,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,30
1002640,Thomas,Logan,4,Prairie Ridge Middle,2026-01-29,Winter (November 16 - March 1),N,Early On Grade Level,177
1002640,Thomas,Logan,4,Prairie Ridge Middle,2026-04-27,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,105
1002641,Anderson,Ella,5,Foothills Elementary,2025-10-16,Fall (Beginning of Year - November 15),N,Early On Grade Level,12
1002641,Anderson,Ella,5,Foothills Elementary,2025-12-24,Winter (November 16 - March 1),N,Mid or Above Grade Level,0
